storm_id,storm_name,datetime,year,month,day,hour,minute,record_id,status,latitude,longitude,wind_kt,pressure_mb
AL082006,GORDON,2006-09-21 18:00:00,2006,9,21,18,0,,EX,52.5,-9.5,55,978
AL082006,GORDON,2006-09-22 00:00:00,2006,9,22,0,0,,EX,54.5,-10.5,60,975
AL082006,GORDON,2006-09-22 06:00:00,2006,9,22,6,0,,EX,57.0,-14.0,65,974
AL082006,GORDON,2006-09-22 12:00:00,2006,9,22,12,0,,EX,56.5,-18.5,55,976
AL082006,GORDON,2006-09-22 18:00:00,2006,9,22,18,0,,EX,56.0,-19.5,45,980
AL082006,GORDON,2006-09-23 00:00:00,2006,9,23,0,0,,EX,54.5,-20.0,45,982
AL082006,GORDON,2006-09-23 06:00:00,2006,9,23,6,0,,EX,52.5,-20.0,40,986
AL082006,GORDON,2006-09-23 12:00:00,2006,9,23,12,0,,EX,50.7,-17.7,35,993
AL082006,GORDON,2006-09-23 18:00:00,2006,9,23,18,0,,EX,49.0,-14.5,35,994
AL082006,GORDON,2006-09-24 00:00:00,2006,9,24,0,0,,EX,48.0,-10.0,30,995
AL082006,GORDON,2006-09-24 06:00:00,2006,9,24,6,0,,EX,48.5,-8.5,30,996
AL082006,GORDON,2006-09-24 12:00:00,2006,9,24,12,0,,EX,49.0,-8.0,30,998
AL082006,GORDON,2006-09-24 18:00:00,2006,9,24,18,0,,EX,50.5,-7.5,25,1001
AL092006,HELENE,2006-09-12 12:00:00,2006,9,12,12,0,,TD,11.9,-22.0,25,1007
AL092006,HELENE,2006-09-12 18:00:00,2006,9,12,18,0,,TD,11.9,-23.2,30,1007
AL092006,HELENE,2006-09-13 00:00:00,2006,9,13,0,0,,TD,11.9,-24.6,30,1007
AL092006,HELENE,2006-09-13 06:00:00,2006,9,13,6,0,,TD,12.0,-26.1,30,1007
AL092006,HELENE,2006-09-13 12:00:00,2006,9,13,12,0,,TD,12.2,-28.0,30,1007
AL092006,HELENE,2006-09-13 18:00:00,2006,9,13,18,0,,TD,12.5,-30.0,30,1006
AL092006,HELENE,2006-09-14 00:00:00,2006,9,14,0,0,,TS,12.9,-31.9,35,1005
AL092006,HELENE,2006-09-14 06:00:00,2006,9,14,6,0,,TS,13.2,-33.8,35,1005
AL092006,HELENE,2006-09-14 12:00:00,2006,9,14,12,0,,TS,13.6,-35.6,40,1003
AL092006,HELENE,2006-09-14 18:00:00,2006,9,14,18,0,,TS,14.0,-37.0,40,1003
AL092006,HELENE,2006-09-15 00:00:00,2006,9,15,0,0,,TS,14.4,-38.3,40,1002
AL092006,HELENE,2006-09-15 06:00:00,2006,9,15,6,0,,TS,14.8,-39.6,45,1000
AL092006,HELENE,2006-09-15 12:00:00,2006,9,15,12,0,,TS,15.5,-40.8,50,997
AL092006,HELENE,2006-09-15 18:00:00,2006,9,15,18,0,,TS,16.2,-42.1,55,995
AL092006,HELENE,2006-09-16 00:00:00,2006,9,16,0,0,,TS,17.0,-43.3,60,992
AL092006,HELENE,2006-09-16 06:00:00,2006,9,16,6,0,,TS,17.7,-44.3,60,990
AL092006,HELENE,2006-09-16 12:00:00,2006,9,16,12,0,,HU,18.4,-45.3,65,987
AL092006,HELENE,2006-09-16 18:00:00,2006,9,16,18,0,,HU,18.9,-46.2,65,986
AL092006,HELENE,2006-09-17 00:00:00,2006,9,17,0,0,,HU,19.4,-47.1,70,983
AL092006,HELENE,2006-09-17 06:00:00,2006,9,17,6,0,,HU,19.9,-47.9,75,979
AL092006,HELENE,2006-09-17 12:00:00,2006,9,17,12,0,,HU,20.3,-48.4,80,976
AL092006,HELENE,2006-09-17 18:00:00,2006,9,17,18,0,,HU,20.8,-48.8,90,970
AL092006,HELENE,2006-09-18 00:00:00,2006,9,18,0,0,,HU,21.4,-49.1,100,962
AL092006,HELENE,2006-09-18 06:00:00,2006,9,18,6,0,,HU,22.0,-49.4,105,955
AL092006,HELENE,2006-09-18 12:00:00,2006,9,18,12,0,,HU,22.7,-49.7,105,958
AL092006,HELENE,2006-09-18 18:00:00,2006,9,18,18,0,,HU,23.6,-50.4,95,962
AL092006,HELENE,2006-09-19 00:00:00,2006,9,19,0,0,,HU,24.0,-51.0,95,962
AL092006,HELENE,2006-09-19 06:00:00,2006,9,19,6,0,,HU,24.3,-51.7,95,960
AL092006,HELENE,2006-09-19 12:00:00,2006,9,19,12,0,,HU,24.4,-52.5,95,958
AL092006,HELENE,2006-09-19 18:00:00,2006,9,19,18,0,,HU,24.4,-53.5,90,956
AL092006,HELENE,2006-09-20 00:00:00,2006,9,20,0,0,,HU,24.5,-54.4,90,958
AL092006,HELENE,2006-09-20 06:00:00,2006,9,20,6,0,,HU,24.9,-55.2,90,958
AL092006,HELENE,2006-09-20 12:00:00,2006,9,20,12,0,,HU,25.4,-56.0,90,959
AL092006,HELENE,2006-09-20 18:00:00,2006,9,20,18,0,,HU,25.9,-56.7,80,960
AL092006,HELENE,2006-09-21 00:00:00,2006,9,21,0,0,,HU,26.8,-57.0,80,962
AL092006,HELENE,2006-09-21 06:00:00,2006,9,21,6,0,,HU,27.8,-57.0,75,964
AL092006,HELENE,2006-09-21 12:00:00,2006,9,21,12,0,,HU,29.0,-57.0,75,968
AL092006,HELENE,2006-09-21 18:00:00,2006,9,21,18,0,,HU,30.2,-57.0,75,970
AL092006,HELENE,2006-09-22 00:00:00,2006,9,22,0,0,,HU,31.4,-56.6,75,970
AL092006,HELENE,2006-09-22 06:00:00,2006,9,22,6,0,,HU,32.5,-55.9,70,970
AL092006,HELENE,2006-09-22 12:00:00,2006,9,22,12,0,,HU,33.6,-55.1,70,970
AL092006,HELENE,2006-09-22 18:00:00,2006,9,22,18,0,,HU,34.9,-53.7,70,968
AL092006,HELENE,2006-09-23 00:00:00,2006,9,23,0,0,,HU,35.7,-51.7,75,964
AL092006,HELENE,2006-09-23 06:00:00,2006,9,23,6,0,,HU,36.4,-49.6,80,962
AL092006,HELENE,2006-09-23 12:00:00,2006,9,23,12,0,,HU,37.1,-47.5,80,962
AL092006,HELENE,2006-09-23 18:00:00,2006,9,23,18,0,,HU,37.7,-45.4,75,963
AL092006,HELENE,2006-09-24 00:00:00,2006,9,24,0,0,,HU,38.6,-43.2,70,964
AL092006,HELENE,2006-09-24 06:00:00,2006,9,24,6,0,,HU,39.5,-40.9,65,964
AL092006,HELENE,2006-09-24 12:00:00,2006,9,24,12,0,,HU,40.6,-38.2,65,964
AL092006,HELENE,2006-09-24 18:00:00,2006,9,24,18,0,,EX,42.0,-35.9,65,964
AL092006,HELENE,2006-09-25 00:00:00,2006,9,25,0,0,,EX,43.2,-34.7,65,964
AL092006,HELENE,2006-09-25 06:00:00,2006,9,25,6,0,,EX,44.1,-33.3,65,966
AL092006,HELENE,2006-09-25 12:00:00,2006,9,25,12,0,,EX,44.7,-31.7,60,968
AL092006,HELENE,2006-09-25 18:00:00,2006,9,25,18,0,,EX,44.9,-29.8,55,972
AL092006,HELENE,2006-09-26 00:00:00,2006,9,26,0,0,,EX,45.0,-27.6,50,977
AL092006,HELENE,2006-09-26 06:00:00,2006,9,26,6,0,,EX,45.5,-25.2,50,980
AL092006,HELENE,2006-09-26 12:00:00,2006,9,26,12,0,,EX,46.0,-22.7,50,984
AL092006,HELENE,2006-09-26 18:00:00,2006,9,26,18,0,,EX,47.2,-20.1,45,986
AL092006,HELENE,2006-09-27 00:00:00,2006,9,27,0,0,,EX,49.0,-17.0,45,988
AL092006,HELENE,2006-09-27 06:00:00,2006,9,27,6,0,,EX,51.3,-13.3,45,988
AL092006,HELENE,2006-09-27 12:00:00,2006,9,27,12,0,,EX,53.9,-10.1,40,988
AL092006,HELENE,2006-09-27 18:00:00,2006,9,27,18,0,,EX,56.3,-7.6,40,988
AL102006,ISAAC,2006-09-27 18:00:00,2006,9,27,18,0,,TD,26.1,-52.6,30,1012
AL102006,ISAAC,2006-09-28 00:00:00,2006,9,28,0,0,,TD,26.8,-53.4,30,1012
AL102006,ISAAC,2006-09-28 06:00:00,2006,9,28,6,0,,TS,27.4,-54.0,35,1008
AL102006,ISAAC,2006-09-28 12:00:00,2006,9,28,12,0,,TS,28.0,-54.4,40,1006
AL102006,ISAAC,2006-09-28 18:00:00,2006,9,28,18,0,,TS,28.6,-54.6,40,1006
AL102006,ISAAC,2006-09-29 00:00:00,2006,9,29,0,0,,TS,28.9,-54.9,40,1006
AL102006,ISAAC,2006-09-29 06:00:00,2006,9,29,6,0,,TS,29.0,-55.4,40,1006
AL102006,ISAAC,2006-09-29 12:00:00,2006,9,29,12,0,,TS,29.2,-55.8,45,1003
AL102006,ISAAC,2006-09-29 18:00:00,2006,9,29,18,0,,TS,29.5,-56.5,50,1000
AL102006,ISAAC,2006-09-30 00:00:00,2006,9,30,0,0,,TS,29.8,-57.1,60,997
AL102006,ISAAC,2006-09-30 06:00:00,2006,9,30,6,0,,TS,30.1,-57.7,60,995
AL102006,ISAAC,2006-09-30 12:00:00,2006,9,30,12,0,,HU,30.6,-58.5,65,992
AL102006,ISAAC,2006-09-30 18:00:00,2006,9,30,18,0,,HU,31.3,-59.2,70,989
AL102006,ISAAC,2006-10-01 00:00:00,2006,10,1,0,0,,HU,32.0,-59.8,75,987
AL102006,ISAAC,2006-10-01 06:00:00,2006,10,1,6,0,,HU,32.8,-60.2,75,985
AL102006,ISAAC,2006-10-01 12:00:00,2006,10,1,12,0,,HU,33.8,-60.3,70,986
AL102006,ISAAC,2006-10-01 18:00:00,2006,10,1,18,0,,HU,35.2,-60.3,70,987
AL102006,ISAAC,2006-10-02 00:00:00,2006,10,2,0,0,,HU,37.2,-59.6,65,988
AL102006,ISAAC,2006-10-02 06:00:00,2006,10,2,6,0,,HU,39.8,-58.0,65,989
AL102006,ISAAC,2006-10-02 12:00:00,2006,10,2,12,0,,TS,42.5,-56.2,60,990
AL102006,ISAAC,2006-10-02 18:00:00,2006,10,2,18,0,,TS,45.5,-53.7,55,995
AL102006,ISAAC,2006-10-03 00:00:00,2006,10,3,0,0,,EX,47.6,-51.0,55,996
AL102006,ISAAC,2006-10-03 06:00:00,2006,10,3,6,0,,EX,48.6,-49.0,45,998
AL102006,ISAAC,2006-10-03 12:00:00,2006,10,3,12,0,,EX,49.5,-47.0,35,1000
AL012007,ANDREA,2007-05-06 12:00:00,2007,5,6,12,0,,EX,35.5,-74.0,35,1012
AL012007,ANDREA,2007-05-06 18:00:00,2007,5,6,18,0,,EX,35.0,-73.0,40,1009
AL012007,ANDREA,2007-05-07 00:00:00,2007,5,7,0,0,,EX,34.3,-71.7,50,1005
AL012007,ANDREA,2007-05-07 06:00:00,2007,5,7,6,0,,EX,33.3,-72.3,65,998
AL012007,ANDREA,2007-05-07 12:00:00,2007,5,7,12,0,,EX,32.3,-73.1,65,998
AL012007,ANDREA,2007-05-07 18:00:00,2007,5,7,18,0,,EX,31.5,-74.0,65,998
AL012007,ANDREA,2007-05-08 00:00:00,2007,5,8,0,0,,EX,31.0,-74.9,55,1000
AL012007,ANDREA,2007-05-08 06:00:00,2007,5,8,6,0,,EX,30.7,-76.0,50,1001
AL012007,ANDREA,2007-05-08 12:00:00,2007,5,8,12,0,,EX,30.4,-77.2,50,1001
AL012007,ANDREA,2007-05-08 18:00:00,2007,5,8,18,0,,EX,30.4,-77.9,50,1001
AL012007,ANDREA,2007-05-09 00:00:00,2007,5,9,0,0,,EX,30.6,-78.3,50,1001
AL012007,ANDREA,2007-05-09 06:00:00,2007,5,9,6,0,,SS,30.8,-78.7,50,1001
AL012007,ANDREA,2007-05-09 12:00:00,2007,5,9,12,0,,SS,30.9,-79.2,45,1003
AL012007,ANDREA,2007-05-09 18:00:00,2007,5,9,18,0,,SS,30.9,-79.6,40,1003
AL012007,ANDREA,2007-05-10 00:00:00,2007,5,10,0,0,,SS,30.7,-79.8,40,1003
AL012007,ANDREA,2007-05-10 06:00:00,2007,5,10,6,0,,SS,30.5,-79.9,35,1003
AL012007,ANDREA,2007-05-10 12:00:00,2007,5,10,12,0,,SD,30.1,-79.9,30,1003
AL012007,ANDREA,2007-05-10 18:00:00,2007,5,10,18,0,,SD,29.7,-79.8,30,1003
AL012007,ANDREA,2007-05-11 00:00:00,2007,5,11,0,0,,SD,29.4,-79.8,30,1004
AL012007,ANDREA,2007-05-11 06:00:00,2007,5,11,6,0,,LO,29.1,-79.8,30,1004
AL012007,ANDREA,2007-05-11 12:00:00,2007,5,11,12,0,,LO,28.8,-79.7,25,1005
AL012007,ANDREA,2007-05-11 18:00:00,2007,5,11,18,0,,LO,28.5,-79.5,25,1005
AL012007,ANDREA,2007-05-12 00:00:00,2007,5,12,0,0,,LO,28.5,-79.1,25,1006
AL012007,ANDREA,2007-05-12 06:00:00,2007,5,12,6,0,,LO,28.8,-78.8,25,1006
AL012007,ANDREA,2007-05-12 12:00:00,2007,5,12,12,0,,LO,29.1,-78.5,25,1006
AL012007,ANDREA,2007-05-12 18:00:00,2007,5,12,18,0,,LO,29.4,-78.0,25,1006
AL012007,ANDREA,2007-05-13 00:00:00,2007,5,13,0,0,,LO,29.7,-77.2,25,1006
AL012007,ANDREA,2007-05-13 06:00:00,2007,5,13,6,0,,LO,30.1,-76.0,25,1006
AL012007,ANDREA,2007-05-13 12:00:00,2007,5,13,12,0,,LO,30.8,-74.2,25,1007
AL012007,ANDREA,2007-05-13 18:00:00,2007,5,13,18,0,,LO,31.4,-71.9,25,1007
AL012007,ANDREA,2007-05-14 00:00:00,2007,5,14,0,0,,LO,31.8,-69.4,25,1007
AL022007,BARRY,2007-05-31 00:00:00,2007,5,31,0,0,,LO,18.1,-87.0,25,1008
AL022007,BARRY,2007-05-31 06:00:00,2007,5,31,6,0,,LO,18.7,-86.9,25,1007
AL022007,BARRY,2007-05-31 12:00:00,2007,5,31,12,0,,LO,19.1,-86.8,25,1006
AL022007,BARRY,2007-05-31 18:00:00,2007,5,31,18,0,,LO,19.6,-86.6,25,1005
AL022007,BARRY,2007-06-01 00:00:00,2007,6,1,0,0,,LO,20.1,-86.0,25,1005
AL022007,BARRY,2007-06-01 06:00:00,2007,6,1,6,0,,LO,21.2,-85.8,25,1005
AL022007,BARRY,2007-06-01 12:00:00,2007,6,1,12,0,,TD,22.3,-85.8,30,1004
AL022007,BARRY,2007-06-01 18:00:00,2007,6,1,18,0,,TS,23.6,-85.7,40,1000
AL022007,BARRY,2007-06-02 00:00:00,2007,6,2,0,0,,TS,24.3,-85.2,50,997
AL022007,BARRY,2007-06-02 06:00:00,2007,6,2,6,0,,TS,25.1,-84.6,45,998
AL022007,BARRY,2007-06-02 12:00:00,2007,6,2,12,0,,TS,27.0,-83.2,40,1000
AL022007,BARRY,2007-06-02 14:00:00,2007,6,2,14,0,L,TD,27.5,-82.7,30,1000
AL022007,BARRY,2007-06-02 18:00:00,2007,6,2,18,0,,TD,29.7,-82.1,30,1001
AL022007,BARRY,2007-06-03 00:00:00,2007,6,3,0,0,,EX,31.4,-81.4,35,997
AL022007,BARRY,2007-06-03 06:00:00,2007,6,3,6,0,,EX,32.1,-81.0,40,994
AL022007,BARRY,2007-06-03 12:00:00,2007,6,3,12,0,,EX,32.8,-80.0,40,994
AL022007,BARRY,2007-06-03 18:00:00,2007,6,3,18,0,,EX,33.7,-78.4,40,994
AL022007,BARRY,2007-06-04 00:00:00,2007,6,4,0,0,,EX,35.3,-76.0,40,992
AL022007,BARRY,2007-06-04 06:00:00,2007,6,4,6,0,,EX,37.2,-74.6,40,990
AL022007,BARRY,2007-06-04 12:00:00,2007,6,4,12,0,,EX,39.0,-73.2,40,990
AL022007,BARRY,2007-06-04 18:00:00,2007,6,4,18,0,,EX,40.7,-72.1,35,991
AL022007,BARRY,2007-06-05 00:00:00,2007,6,5,0,0,,EX,42.4,-70.8,35,992
AL022007,BARRY,2007-06-05 06:00:00,2007,6,5,6,0,,EX,44.6,-69.5,30,992
AL022007,BARRY,2007-06-05 12:00:00,2007,6,5,12,0,,EX,47.5,-68.5,30,992
AL032007,CHANTAL,2007-07-31 00:00:00,2007,7,31,0,0,,TD,35.5,-66.5,30,1007
AL032007,CHANTAL,2007-07-31 06:00:00,2007,7,31,6,0,,TS,37.1,-65.5,35,1004
AL032007,CHANTAL,2007-07-31 12:00:00,2007,7,31,12,0,,TS,39.1,-64.2,45,999
AL032007,CHANTAL,2007-07-31 18:00:00,2007,7,31,18,0,,TS,40.7,-62.3,45,999
AL032007,CHANTAL,2007-08-01 00:00:00,2007,8,1,0,0,,TS,42.5,-60.0,45,994
AL032007,CHANTAL,2007-08-01 06:00:00,2007,8,1,6,0,,EX,44.0,-57.5,45,992
AL032007,CHANTAL,2007-08-01 12:00:00,2007,8,1,12,0,,EX,46.0,-54.5,55,990
AL032007,CHANTAL,2007-08-01 18:00:00,2007,8,1,18,0,,EX,49.0,-49.5,60,988
AL032007,CHANTAL,2007-08-02 00:00:00,2007,8,2,0,0,,EX,53.0,-43.0,60,985
AL032007,CHANTAL,2007-08-02 06:00:00,2007,8,2,6,0,,EX,55.5,-38.5,50,975
AL032007,CHANTAL,2007-08-02 12:00:00,2007,8,2,12,0,,EX,57.5,-35.4,50,970
AL032007,CHANTAL,2007-08-02 18:00:00,2007,8,2,18,0,,EX,58.6,-33.9,55,967
AL032007,CHANTAL,2007-08-03 00:00:00,2007,8,3,0,0,,EX,58.9,-32.1,60,964
AL032007,CHANTAL,2007-08-03 06:00:00,2007,8,3,6,0,,EX,58.9,-30.4,60,964
AL032007,CHANTAL,2007-08-03 12:00:00,2007,8,3,12,0,,EX,58.9,-28.0,60,964
AL032007,CHANTAL,2007-08-03 18:00:00,2007,8,3,18,0,,EX,58.9,-25.2,55,967
AL032007,CHANTAL,2007-08-04 00:00:00,2007,8,4,0,0,,EX,59.1,-22.6,55,967
AL032007,CHANTAL,2007-08-04 06:00:00,2007,8,4,6,0,,EX,59.5,-19.1,50,970
AL032007,CHANTAL,2007-08-04 12:00:00,2007,8,4,12,0,,EX,60.7,-16.3,50,975
AL032007,CHANTAL,2007-08-04 18:00:00,2007,8,4,18,0,,EX,61.7,-14.0,45,978
AL032007,CHANTAL,2007-08-05 00:00:00,2007,8,5,0,0,,EX,62.7,-12.0,45,980
AL032007,CHANTAL,2007-08-05 06:00:00,2007,8,5,6,0,,EX,64.0,-9.5,45,982
AL032007,CHANTAL,2007-08-05 12:00:00,2007,8,5,12,0,,EX,66.0,-7.0,35,985
AL042007,DEAN,2007-08-13 06:00:00,2007,8,13,6,0,,TD,12.2,-28.9,30,1006
AL042007,DEAN,2007-08-13 12:00:00,2007,8,13,12,0,,TD,12.1,-30.7,30,1005
AL042007,DEAN,2007-08-13 18:00:00,2007,8,13,18,0,,TD,12.0,-32.4,30,1005
AL042007,DEAN,2007-08-14 00:00:00,2007,8,14,0,0,,TD,11.9,-34.5,30,1005
AL042007,DEAN,2007-08-14 06:00:00,2007,8,14,6,0,,TD,11.8,-36.5,30,1005
AL042007,DEAN,2007-08-14 12:00:00,2007,8,14,12,0,,TS,11.8,-38.3,35,1004
AL042007,DEAN,2007-08-14 18:00:00,2007,8,14,18,0,,TS,11.8,-40.1,40,1002
AL042007,DEAN,2007-08-15 00:00:00,2007,8,15,0,0,,TS,11.9,-41.7,50,997
AL042007,DEAN,2007-08-15 06:00:00,2007,8,15,6,0,,TS,12.0,-43.4,50,997
AL042007,DEAN,2007-08-15 12:00:00,2007,8,15,12,0,,TS,12.3,-45.1,50,997
AL042007,DEAN,2007-08-15 18:00:00,2007,8,15,18,0,,TS,12.8,-47.0,55,994
AL042007,DEAN,2007-08-16 00:00:00,2007,8,16,0,0,,TS,13.0,-49.2,60,991
AL042007,DEAN,2007-08-16 06:00:00,2007,8,16,6,0,,HU,13.2,-51.3,70,984
AL042007,DEAN,2007-08-16 12:00:00,2007,8,16,12,0,,HU,13.5,-53.3,80,972
AL042007,DEAN,2007-08-16 18:00:00,2007,8,16,18,0,,HU,13.8,-55.5,80,972
AL042007,DEAN,2007-08-17 00:00:00,2007,8,17,0,0,,HU,14.0,-57.7,80,976
AL042007,DEAN,2007-08-17 06:00:00,2007,8,17,6,0,,HU,14.2,-59.8,80,975
AL042007,DEAN,2007-08-17 12:00:00,2007,8,17,12,0,,HU,14.4,-61.7,90,967
AL042007,DEAN,2007-08-17 18:00:00,2007,8,17,18,0,,HU,14.8,-63.5,110,961
AL042007,DEAN,2007-08-18 00:00:00,2007,8,18,0,0,,HU,14.9,-65.1,125,944
AL042007,DEAN,2007-08-18 06:00:00,2007,8,18,6,0,,HU,15.0,-66.6,145,929
AL042007,DEAN,2007-08-18 12:00:00,2007,8,18,12,0,,HU,15.4,-68.0,145,923
AL042007,DEAN,2007-08-18 18:00:00,2007,8,18,18,0,,HU,15.9,-69.5,130,930
AL042007,DEAN,2007-08-19 00:00:00,2007,8,19,0,0,,HU,16.1,-71.0,120,920
AL042007,DEAN,2007-08-19 06:00:00,2007,8,19,6,0,,HU,16.4,-72.6,120,921
AL042007,DEAN,2007-08-19 12:00:00,2007,8,19,12,0,,HU,16.8,-74.3,125,923
AL042007,DEAN,2007-08-19 18:00:00,2007,8,19,18,0,,HU,17.1,-76.0,125,930
AL042007,DEAN,2007-08-20 00:00:00,2007,8,20,0,0,,HU,17.5,-77.8,125,926
AL042007,DEAN,2007-08-20 06:00:00,2007,8,20,6,0,,HU,17.6,-79.8,130,926
AL042007,DEAN,2007-08-20 12:00:00,2007,8,20,12,0,,HU,17.8,-81.5,130,926
AL042007,DEAN,2007-08-20 18:00:00,2007,8,20,18,0,,HU,18.0,-83.3,135,924
AL042007,DEAN,2007-08-21 00:00:00,2007,8,21,0,0,,HU,18.2,-85.1,145,914
AL042007,DEAN,2007-08-21 06:00:00,2007,8,21,6,0,,HU,18.6,-86.9,150,907
AL042007,DEAN,2007-08-21 08:30:00,2007,8,21,8,30,L,HU,18.7,-87.7,150,905
AL042007,DEAN,2007-08-21 12:00:00,2007,8,21,12,0,,HU,18.9,-88.7,110,935
AL042007,DEAN,2007-08-21 18:00:00,2007,8,21,18,0,,HU,19.2,-90.5,75,960
AL042007,DEAN,2007-08-22 00:00:00,2007,8,22,0,0,,HU,19.7,-92.2,65,979
AL042007,DEAN,2007-08-22 06:00:00,2007,8,22,6,0,,HU,20.1,-94.0,70,979
AL042007,DEAN,2007-08-22 12:00:00,2007,8,22,12,0,,HU,20.5,-95.5,80,976
AL042007,DEAN,2007-08-22 16:30:00,2007,8,22,16,30,L,HU,20.5,-97.0,85,974
AL042007,DEAN,2007-08-22 18:00:00,2007,8,22,18,0,,HU,20.5,-97.3,75,974
AL042007,DEAN,2007-08-23 00:00:00,2007,8,23,0,0,,TD,20.5,-99.0,30,998
AL052007,ERIN,2007-08-15 00:00:00,2007,8,15,0,0,,TD,23.7,-90.7,25,1006
AL052007,ERIN,2007-08-15 06:00:00,2007,8,15,6,0,,TD,24.5,-91.8,25,1006
AL052007,ERIN,2007-08-15 12:00:00,2007,8,15,12,0,,TD,25.2,-92.9,30,1005
AL052007,ERIN,2007-08-15 18:00:00,2007,8,15,18,0,,TS,25.8,-94.0,35,1004
AL052007,ERIN,2007-08-16 00:00:00,2007,8,16,0,0,,TS,26.3,-95.2,35,1003
AL052007,ERIN,2007-08-16 06:00:00,2007,8,16,6,0,,TS,27.2,-96.2,35,1005
AL052007,ERIN,2007-08-16 10:30:00,2007,8,16,10,30,L,TD,28.0,-96.9,30,1006
AL052007,ERIN,2007-08-16 12:00:00,2007,8,16,12,0,,TD,28.1,-97.1,30,1006
AL052007,ERIN,2007-08-16 18:00:00,2007,8,16,18,0,,TD,28.8,-97.8,25,1006
AL052007,ERIN,2007-08-17 00:00:00,2007,8,17,0,0,,TD,29.4,-98.6,25,1006
AL052007,ERIN,2007-08-17 06:00:00,2007,8,17,6,0,,TD,30.0,-99.5,25,1007
AL052007,ERIN,2007-08-17 12:00:00,2007,8,17,12,0,,LO,30.5,-100.6,20,1008
AL052007,ERIN,2007-08-17 18:00:00,2007,8,17,18,0,,LO,31.1,-101.4,20,1008
AL052007,ERIN,2007-08-18 00:00:00,2007,8,18,0,0,,LO,31.8,-101.8,20,1008
AL052007,ERIN,2007-08-18 06:00:00,2007,8,18,6,0,,LO,32.5,-101.8,20,1008
AL052007,ERIN,2007-08-18 12:00:00,2007,8,18,12,0,,LO,33.2,-101.5,20,1008
AL052007,ERIN,2007-08-18 18:00:00,2007,8,18,18,0,,LO,34.0,-101.0,20,1007
AL052007,ERIN,2007-08-19 00:00:00,2007,8,19,0,0,,LO,34.8,-100.1,25,1004
AL052007,ERIN,2007-08-19 06:00:00,2007,8,19,6,0,,LO,35.6,-98.8,50,995
AL052007,ERIN,2007-08-19 12:00:00,2007,8,19,12,0,,LO,35.6,-97.7,35,1002
AL052007,ERIN,2007-08-19 18:00:00,2007,8,19,18,0,,LO,35.9,-96.5,20,1007
AL062007,FELIX,2007-08-31 12:00:00,2007,8,31,12,0,,TD,11.5,-56.6,25,1009
AL062007,FELIX,2007-08-31 18:00:00,2007,8,31,18,0,,TD,11.5,-58.0,30,1008
AL062007,FELIX,2007-09-01 00:00:00,2007,9,1,0,0,,TS,12.1,-59.4,35,1007
AL062007,FELIX,2007-09-01 06:00:00,2007,9,1,6,0,,TS,12.1,-61.1,40,1005
AL062007,FELIX,2007-09-01 08:45:00,2007,9,1,8,45,L,TS,12.1,-61.7,45,1001
AL062007,FELIX,2007-09-01 12:00:00,2007,9,1,12,0,,TS,12.2,-62.8,50,1001
AL062007,FELIX,2007-09-01 18:00:00,2007,9,1,18,0,,TS,12.4,-64.5,60,999
AL062007,FELIX,2007-09-02 00:00:00,2007,9,2,0,0,,HU,12.6,-66.1,65,992
AL062007,FELIX,2007-09-02 06:00:00,2007,9,2,6,0,,HU,12.7,-67.8,85,985
AL062007,FELIX,2007-09-02 12:00:00,2007,9,2,12,0,,HU,13.0,-69.4,90,980
AL062007,FELIX,2007-09-02 18:00:00,2007,9,2,18,0,,HU,13.4,-71.1,115,962
AL062007,FELIX,2007-09-03 00:00:00,2007,9,3,0,0,,HU,13.8,-73.0,150,935
AL062007,FELIX,2007-09-03 06:00:00,2007,9,3,6,0,,HU,14.0,-75.0,150,930
AL062007,FELIX,2007-09-03 07:00:00,2007,9,3,7,0,I,HU,14.0,-75.3,150,929
AL062007,FELIX,2007-09-03 12:00:00,2007,9,3,12,0,,HU,14.2,-76.9,140,937
AL062007,FELIX,2007-09-03 18:00:00,2007,9,3,18,0,,HU,14.3,-78.7,115,951
AL062007,FELIX,2007-09-04 00:00:00,2007,9,4,0,0,,HU,14.4,-80.4,115,950
AL062007,FELIX,2007-09-04 06:00:00,2007,9,4,6,0,,HU,14.3,-81.9,135,939
AL062007,FELIX,2007-09-04 12:00:00,2007,9,4,12,0,L,HU,14.3,-83.2,140,934
AL062007,FELIX,2007-09-04 18:00:00,2007,9,4,18,0,,HU,14.3,-84.4,85,962
AL062007,FELIX,2007-09-05 00:00:00,2007,9,5,0,0,,TS,14.6,-85.4,50,982
AL062007,FELIX,2007-09-05 06:00:00,2007,9,5,6,0,,TD,15.0,-86.4,25,1004
AL062007,FELIX,2007-09-05 12:00:00,2007,9,5,12,0,,LO,15.5,-87.3,20,1006
AL062007,FELIX,2007-09-05 18:00:00,2007,9,5,18,0,,LO,16.1,-88.3,20,1007
AL062007,FELIX,2007-09-06 00:00:00,2007,9,6,0,0,,LO,16.5,-89.5,20,1007
AL062007,FELIX,2007-09-06 06:00:00,2007,9,6,6,0,,LO,16.7,-90.8,20,1007
AL062007,FELIX,2007-09-06 12:00:00,2007,9,6,12,0,,LO,17.2,-92.4,20,1007
AL062007,FELIX,2007-09-06 18:00:00,2007,9,6,18,0,,LO,17.7,-93.8,15,1010
AL072007,GABRIELLE,2007-09-08 00:00:00,2007,9,8,0,0,,SS,30.1,-71.8,40,1011
